distance_km,duration_min,climatisation,depart,arrivee,jour_semaine,heure,prix
56,48,1,Monastir,Sfax,mardi,13:00,26.34
168,224,1,Monastir,Bizerte,mardi,17:00,74.94
174,152,1,Tunis,Bizerte,mardi,18:00,74.72
56,53,0,Monastir,Bizerte,samedi,19:00,24.42
201,275,0,Nabeul,Monastir,lundi,10:00,84.08
153,211,0,Sfax,Bizerte,mercredi,14:00,65.49
231,303,1,Ariana,Monastir,mardi,11:00,96.87
62,74,0,Ariana,Sfax,samedi,17:00,31.9
115,142,0,Monastir,Nabeul,dimanche,08:00,51.3
236,283,0,Monastir,Sousse,vendredi,11:00,99.77
259,318,1,Sfax,Nabeul,samedi,13:00,112.36
29,30,1,Sfax,Tunis,samedi,10:00,11.11
67,72,0,Sousse,Ariana,mercredi,09:00,27.16
241,241,0,Monastir,Nabeul,dimanche,13:00,95.97
142,158,1,Nabeul,Sousse,lundi,08:00,65.33
217,200,1,Ariana,Tunis,dimanche,21:00,85.72
285,328,1,Bizerte,Sousse,vendredi,10:00,122.45
16,18,0,Tunis,Ariana,lundi,18:00,11.46
79,69,1,Sfax,Tunis,jeudi,19:00,31.12
224,297,1,Monastir,Sousse,vendredi,17:00,99.53
207,270,0,Tunis,Bizerte,lundi,08:00,87.97
193,237,1,Nabeul,Monastir,vendredi,14:00,85.4
113,152,0,Ariana,Sfax,samedi,18:00,55.84
178,203,1,Sousse,Ariana,samedi,15:00,77.16
203,164,1,Tunis,Bizerte,dimanche,09:00,81.29
14,19,1,Bizerte,Sousse,mercredi,10:00,7.91
22,17,0,Monastir,Sousse,lundi,18:00,11.47
97,105,1,Bizerte,Sfax,vendredi,17:00,46.91
103,113,1,Nabeul,Sfax,lundi,16:00,44.05
291,383,1,Ariana,Sousse,lundi,14:00,123.83
94,98,0,Sousse,Monastir,mardi,20:00,39.01
37,44,0,Sousse,Monastir,dimanche,08:00,21.22
184,158,0,Monastir,Sfax,vendredi,16:00,76.61
259,224,0,Sousse,Sfax,lundi,07:00,106.46
118,125,0,Tunis,Sousse,mercredi,07:00,50.91
106,105,1,Sousse,Monastir,lundi,06:00,44.19
269,231,1,Sousse,Monastir,dimanche,06:00,106.69
104,136,1,Sousse,Bizerte,lundi,10:00,46.38
96,107,1,Bizerte,Sousse,samedi,10:00,41.28
150,150,1,Sfax,Tunis,samedi,08:00,69.89
87,102,1,Sfax,Tunis,mardi,21:00,39.68
149,168,1,Bizerte,Nabeul,samedi,11:00,63.55
279,357,1,Tunis,Monastir,mercredi,16:00,117.03
113,146,0,Sfax,Sousse,vendredi,09:00,51.79
250,310,1,Sfax,Bizerte,dimanche,10:00,105.08
249,327,0,Sousse,Sfax,jeudi,20:00,105.21
175,215,1,Sfax,Monastir,vendredi,14:00,77.6
96,110,0,Monastir,Sousse,mardi,18:00,41.05
235,203,1,Sousse,Ariana,vendredi,21:00,96.6
263,336,1,Monastir,Tunis,dimanche,21:00,110.49
43,53,1,Tunis,Ariana,jeudi,10:00,21.0
197,171,1,Nabeul,Tunis,jeudi,18:00,83.2
188,238,0,Sousse,Sfax,vendredi,11:00,81.35
22,20,1,Ariana,Sousse,samedi,11:00,12.64
289,363,1,Sousse,Bizerte,mercredi,20:00,118.99
77,62,1,Monastir,Tunis,mardi,14:00,32.54
261,238,0,Nabeul,Sousse,samedi,12:00,107.84
210,250,0,Tunis,Ariana,mardi,14:00,88.93
146,181,1,Sousse,Ariana,lundi,20:00,63.18
159,133,0,Sfax,Tunis,jeudi,16:00,63.75
29,26,1,Bizerte,Sousse,jeudi,13:00,15.85
109,129,0,Sfax,Sousse,samedi,09:00,45.54
210,249,1,Nabeul,Ariana,mardi,13:00,89.72
83,93,1,Tunis,Sfax,mardi,15:00,37.89
181,219,0,Tunis,Monastir,vendredi,07:00,79.93
282,303,0,Sfax,Sousse,mercredi,08:00,116.95
281,241,0,Sfax,Monastir,jeudi,10:00,108.74
118,163,0,Monastir,Tunis,jeudi,17:00,52.56
88,83,0,Nabeul,Ariana,jeudi,13:00,35.07
130,170,1,Tunis,Sfax,samedi,10:00,57.08
29,26,0,Ariana,Sousse,samedi,07:00,16.91
224,281,1,Bizerte,Nabeul,jeudi,08:00,97.4
278,237,1,Nabeul,Sfax,vendredi,07:00,117.81
196,229,1,Sousse,Tunis,vendredi,06:00,85.2
60,76,1,Ariana,Sousse,mardi,12:00,26.35
96,107,0,Tunis,Monastir,mardi,11:00,35.4
205,263,1,Tunis,Ariana,samedi,15:00,90.43
272,238,0,Monastir,Bizerte,jeudi,08:00,113.07
255,289,0,Ariana,Bizerte,mardi,18:00,106.28
29,32,1,Ariana,Bizerte,dimanche,17:00,16.49
233,205,0,Monastir,Bizerte,jeudi,07:00,96.83
287,302,1,Tunis,Ariana,lundi,17:00,120.83
35,38,1,Nabeul,Bizerte,samedi,12:00,19.08
35,38,1,Sousse,Ariana,lundi,20:00,15.13
63,62,0,Tunis,Bizerte,jeudi,08:00,28.65
152,208,1,Bizerte,Sousse,samedi,16:00,68.79
55,50,0,Sousse,Sfax,lundi,21:00,22.14
62,79,0,Tunis,Sousse,mercredi,13:00,25.8
203,196,1,Tunis,Sousse,mardi,20:00,79.13
274,360,0,Ariana,Bizerte,mardi,16:00,113.2
161,200,1,Tunis,Nabeul,jeudi,11:00,70.65
277,348,0,Monastir,Tunis,jeudi,20:00,114.61
105,134,0,Monastir,Sousse,mercredi,17:00,48.0
202,215,0,Ariana,Tunis,dimanche,20:00,81.02
14,17,0,Ariana,Sousse,mercredi,08:00,8.2
30,30,1,Nabeul,Ariana,dimanche,16:00,13.97
161,213,0,Nabeul,Monastir,lundi,14:00,65.83
125,121,0,Nabeul,Sfax,samedi,10:00,52.93
171,195,1,Sousse,Bizerte,mercredi,08:00,77.64
108,94,0,Nabeul,Ariana,jeudi,07:00,45.88
74,78,0,Ariana,Bizerte,mardi,14:00,28.71
118,113,1,Tunis,Sfax,jeudi,13:00,52.71
121,120,1,Bizerte,Ariana,mardi,13:00,52.96
71,73,0,Monastir,Tunis,vendredi,06:00,31.38
176,235,0,Monastir,Tunis,jeudi,08:00,78.84
175,240,1,Nabeul,Ariana,samedi,16:00,80.82
64,87,0,Sfax,Bizerte,mercredi,08:00,31.9
77,96,0,Sfax,Monastir,jeudi,12:00,30.05
106,135,0,Sousse,Tunis,mardi,06:00,45.08
251,320,0,Tunis,Monastir,jeudi,18:00,105.78
259,299,1,Sfax,Ariana,dimanche,09:00,110.15
30,37,0,Sfax,Monastir,dimanche,19:00,12.76
238,248,1,Bizerte,Monastir,jeudi,06:00,93.67
245,289,1,Ariana,Tunis,jeudi,17:00,104.27
134,182,0,Tunis,Monastir,mercredi,20:00,55.98
226,270,0,Sfax,Monastir,dimanche,18:00,95.17
284,284,0,Nabeul,Sfax,mardi,12:00,113.81
197,216,1,Ariana,Nabeul,vendredi,07:00,88.36
74,65,1,Monastir,Tunis,mardi,13:00,31.57
144,153,1,Sousse,Monastir,jeudi,09:00,58.77
227,262,1,Monastir,Ariana,lundi,12:00,93.59
145,116,0,Bizerte,Sousse,jeudi,14:00,53.67
127,115,1,Sfax,Sousse,samedi,17:00,56.99
43,46,1,Nabeul,Bizerte,lundi,20:00,20.43
152,161,1,Tunis,Nabeul,lundi,10:00,65.98
121,133,0,Sfax,Tunis,mercredi,11:00,49.0
95,121,1,Sfax,Nabeul,mercredi,08:00,44.08
19,25,0,Sousse,Monastir,dimanche,13:00,5.4
177,225,1,Monastir,Bizerte,vendredi,18:00,83.52
199,222,1,Monastir,Bizerte,mercredi,15:00,80.17
191,204,0,Bizerte,Nabeul,mardi,09:00,77.4
277,308,1,Tunis,Sfax,vendredi,21:00,119.5
268,234,1,Monastir,Nabeul,dimanche,09:00,106.44
160,171,1,Ariana,Sfax,jeudi,10:00,65.86
285,245,1,Nabeul,Sousse,samedi,21:00,117.59
164,199,1,Ariana,Tunis,mercredi,06:00,67.64
155,165,0,Sfax,Tunis,samedi,07:00,69.56
119,114,1,Nabeul,Monastir,mardi,06:00,49.12
133,163,0,Monastir,Ariana,mercredi,13:00,54.6
133,123,1,Ariana,Monastir,samedi,16:00,55.98
92,128,1,Nabeul,Ariana,lundi,07:00,43.45
224,282,0,Ariana,Bizerte,mercredi,10:00,94.03
137,174,1,Bizerte,Monastir,mercredi,09:00,60.8
142,195,1,Monastir,Tunis,mercredi,16:00,59.94
78,97,1,Sousse,Bizerte,jeudi,10:00,32.47
65,65,1,Nabeul,Tunis,mercredi,18:00,30.0
47,60,1,Sfax,Tunis,samedi,16:00,25.75
130,176,0,Bizerte,Tunis,dimanche,11:00,55.35
53,57,0,Nabeul,Monastir,vendredi,17:00,30.61
237,302,0,Bizerte,Ariana,lundi,21:00,100.72
286,305,1,Sfax,Ariana,dimanche,18:00,124.76
78,103,1,Nabeul,Sousse,samedi,21:00,36.15
45,57,0,Sousse,Sfax,lundi,08:00,22.73
36,36,1,Sfax,Ariana,jeudi,17:00,19.5
291,318,1,Tunis,Sousse,samedi,08:00,127.37
26,26,1,Tunis,Monastir,vendredi,14:00,14.17
10,10,1,Bizerte,Nabeul,vendredi,07:00,11.07
190,208,0,Sfax,Bizerte,vendredi,10:00,82.08
36,34,0,Bizerte,Sfax,vendredi,21:00,15.39
281,328,1,Tunis,Nabeul,mercredi,20:00,115.57
79,103,1,Sousse,Tunis,samedi,21:00,37.7
151,202,0,Ariana,Bizerte,jeudi,20:00,64.51
52,58,1,Monastir,Sousse,mardi,16:00,24.25
194,198,0,Sfax,Ariana,mardi,09:00,78.11
79,85,1,Ariana,Monastir,lundi,12:00,33.99
65,73,0,Tunis,Sousse,samedi,17:00,29.92
185,258,1,Bizerte,Sfax,vendredi,08:00,85.82
138,137,1,Nabeul,Sfax,vendredi,09:00,61.42
266,259,0,Tunis,Ariana,mercredi,17:00,109.54
196,175,1,Sfax,Sousse,vendredi,10:00,81.16
220,248,0,Ariana,Nabeul,lundi,14:00,90.3
161,133,1,Ariana,Sfax,mardi,14:00,69.91
62,79,1,Ariana,Bizerte,mardi,07:00,32.46
185,218,1,Sousse,Tunis,mardi,16:00,77.49
52,62,0,Bizerte,Ariana,samedi,16:00,24.02
219,182,0,Monastir,Sousse,lundi,21:00,82.94
80,106,1,Monastir,Bizerte,samedi,15:00,40.07
76,91,1,Sfax,Nabeul,mercredi,15:00,34.1
110,135,0,Monastir,Ariana,lundi,19:00,45.35
100,118,0,Nabeul,Tunis,samedi,10:00,42.56
185,191,0,Tunis,Sousse,dimanche,07:00,73.75
100,130,0,Sousse,Sfax,samedi,14:00,43.2
135,132,1,Monastir,Bizerte,vendredi,11:00,58.07
239,203,1,Sousse,Monastir,mardi,15:00,97.54
144,155,0,Ariana,Bizerte,vendredi,21:00,62.32
278,322,1,Nabeul,Ariana,mercredi,20:00,115.69
142,131,1,Tunis,Nabeul,vendredi,14:00,60.94
41,42,1,Monastir,Sousse,lundi,08:00,23.91
285,369,1,Ariana,Sfax,jeudi,07:00,127.28
66,79,1,Sfax,Bizerte,dimanche,19:00,27.47
261,208,1,Bizerte,Ariana,vendredi,11:00,105.17
121,109,1,Sfax,Nabeul,lundi,15:00,49.27
22,18,0,Sfax,Monastir,dimanche,15:00,8.86
169,207,0,Ariana,Tunis,mardi,14:00,70.09
273,320,1,Nabeul,Ariana,mercredi,06:00,112.85
25,22,1,Sousse,Monastir,vendredi,06:00,15.17
40,52,0,Bizerte,Ariana,jeudi,20:00,15.81
298,299,1,Tunis,Monastir,samedi,09:00,123.3
141,154,1,Sousse,Nabeul,vendredi,18:00,69.02
18,22,0,Tunis,Sousse,mercredi,06:00,7.44
32,31,0,Sousse,Ariana,lundi,07:00,18.09
81,70,0,Bizerte,Tunis,mardi,17:00,35.31
184,221,1,Bizerte,Monastir,samedi,06:00,81.38
275,221,1,Bizerte,Monastir,vendredi,16:00,112.68
247,225,1,Sfax,Ariana,vendredi,13:00,103.91
285,235,0,Monastir,Tunis,jeudi,12:00,112.04
263,283,0,Monastir,Ariana,vendredi,11:00,108.66
116,159,0,Tunis,Bizerte,mercredi,09:00,47.35
63,71,1,Ariana,Monastir,jeudi,12:00,27.94
218,223,1,Sousse,Nabeul,mardi,10:00,89.59
296,407,1,Ariana,Tunis,jeudi,18:00,129.2
264,259,0,Bizerte,Ariana,samedi,14:00,106.58
19,22,1,Nabeul,Sfax,dimanche,13:00,10.45
125,124,1,Sousse,Ariana,dimanche,11:00,50.63
86,114,1,Sfax,Tunis,jeudi,12:00,35.72
11,15,0,Sousse,Monastir,vendredi,10:00,6.93
84,88,0,Sfax,Tunis,mardi,15:00,32.95
84,99,0,Tunis,Nabeul,mercredi,14:00,33.31
230,209,1,Bizerte,Nabeul,lundi,09:00,93.2
229,247,1,Nabeul,Bizerte,lundi,08:00,98.33
95,101,1,Ariana,Monastir,lundi,14:00,39.55
28,24,0,Nabeul,Ariana,jeudi,13:00,9.1
75,71,0,Bizerte,Ariana,samedi,19:00,31.18
103,113,1,Sousse,Sfax,samedi,10:00,48.48
17,19,1,Tunis,Bizerte,dimanche,19:00,9.36
158,189,0,Sfax,Sousse,mercredi,12:00,66.48
177,193,0,Nabeul,Sousse,mardi,10:00,69.31
123,162,0,Sfax,Monastir,mercredi,12:00,48.85
155,138,1,Sousse,Bizerte,jeudi,16:00,61.46
19,16,1,Ariana,Nabeul,vendredi,17:00,16.99
180,158,1,Sfax,Monastir,vendredi,07:00,77.32
69,62,1,Bizerte,Monastir,dimanche,19:00,31.57
118,130,1,Nabeul,Ariana,jeudi,13:00,49.41
271,336,0,Ariana,Bizerte,dimanche,18:00,114.46
295,324,1,Tunis,Monastir,vendredi,10:00,125.16
116,120,0,Monastir,Bizerte,mercredi,15:00,48.82
127,104,0,Nabeul,Monastir,lundi,12:00,49.8
60,56,0,Monastir,Tunis,samedi,09:00,28.14
254,340,0,Ariana,Tunis,mercredi,18:00,111.49
36,50,0,Sfax,Sousse,mardi,09:00,13.54
291,358,0,Monastir,Sousse,dimanche,19:00,121.28
286,276,0,Nabeul,Tunis,mardi,17:00,120.07
172,220,1,Monastir,Nabeul,mardi,09:00,72.21
182,250,1,Bizerte,Tunis,lundi,13:00,77.24
54,52,0,Sfax,Monastir,vendredi,21:00,24.98
268,362,1,Nabeul,Bizerte,vendredi,07:00,120.34
289,264,1,Tunis,Ariana,samedi,06:00,119.28
211,180,0,Ariana,Monastir,mercredi,16:00,85.11
44,49,0,Tunis,Sousse,dimanche,21:00,16.23
230,211,0,Bizerte,Ariana,mardi,10:00,91.98
185,172,0,Ariana,Sousse,vendredi,21:00,76.37
289,328,1,Monastir,Sfax,jeudi,09:00,119.33
82,78,0,Sfax,Sousse,vendredi,10:00,36.01
242,280,0,Bizerte,Ariana,samedi,08:00,106.77
102,116,1,Nabeul,Monastir,vendredi,06:00,45.05
92,95,1,Monastir,Bizerte,vendredi,11:00,39.33
139,190,1,Tunis,Nabeul,mercredi,15:00,57.5
292,322,1,Sfax,Ariana,mercredi,14:00,122.08
141,139,1,Nabeul,Ariana,dimanche,16:00,56.9
22,30,1,Sousse,Tunis,mardi,13:00,9.7
99,95,0,Ariana,Sousse,lundi,06:00,37.81
23,27,0,Nabeul,Monastir,jeudi,14:00,9.04
12,16,1,Sousse,Nabeul,dimanche,19:00,8.72
173,150,0,Tunis,Monastir,mardi,18:00,72.91
125,153,0,Sfax,Monastir,lundi,15:00,52.34
151,136,1,Sfax,Nabeul,mardi,16:00,59.92
95,125,1,Bizerte,Sousse,dimanche,10:00,41.5
137,128,0,Ariana,Monastir,lundi,10:00,53.79
45,37,0,Monastir,Sfax,vendredi,18:00,24.58
23,20,1,Bizerte,Tunis,vendredi,16:00,15.54
119,106,1,Tunis,Nabeul,mardi,17:00,54.3
97,109,1,Monastir,Ariana,samedi,08:00,48.05
277,266,0,Sfax,Ariana,mercredi,12:00,109.96
245,242,0,Ariana,Nabeul,vendredi,09:00,101.78
224,247,0,Sousse,Tunis,samedi,06:00,95.93
264,273,0,Monastir,Tunis,mardi,15:00,106.72
200,242,1,Monastir,Tunis,dimanche,09:00,85.38
214,290,1,Ariana,Monastir,vendredi,19:00,93.26
236,299,0,Ariana,Sfax,lundi,07:00,101.1
205,285,0,Ariana,Sfax,vendredi,06:00,89.5
210,168,0,Sousse,Monastir,jeudi,10:00,79.9
149,177,0,Sfax,Nabeul,jeudi,14:00,60.63
192,158,0,Ariana,Bizerte,jeudi,20:00,75.6
81,102,0,Ariana,Tunis,samedi,08:00,39.23
129,164,0,Bizerte,Sousse,jeudi,16:00,52.47
219,245,0,Nabeul,Ariana,lundi,11:00,88.77
218,292,0,Monastir,Bizerte,mercredi,19:00,90.22
118,98,1,Monastir,Nabeul,lundi,13:00,47.86
36,29,0,Tunis,Ariana,vendredi,16:00,17.27
282,238,1,Ariana,Tunis,mercredi,15:00,112.08
54,59,1,Sousse,Nabeul,vendredi,13:00,26.87
175,231,1,Sfax,Bizerte,samedi,11:00,76.22
173,162,0,Nabeul,Tunis,samedi,19:00,74.35
231,319,1,Monastir,Bizerte,vendredi,13:00,102.76
211,207,0,Monastir,Bizerte,lundi,16:00,87.03
243,280,1,Ariana,Nabeul,vendredi,20:00,102.55
151,123,1,Nabeul,Tunis,samedi,14:00,64.13
36,35,0,Sfax,Nabeul,jeudi,18:00,19.55
76,83,1,Bizerte,Tunis,mardi,13:00,35.2
237,281,0,Sfax,Sousse,dimanche,19:00,98.21
281,392,0,Ariana,Monastir,samedi,15:00,122.65
125,166,1,Sousse,Tunis,vendredi,07:00,63.36
249,201,0,Ariana,Nabeul,mercredi,12:00,97.51
112,137,0,Monastir,Nabeul,mercredi,19:00,47.28
41,57,0,Monastir,Sfax,dimanche,10:00,15.83
195,203,1,Sfax,Nabeul,mercredi,12:00,79.44
90,76,0,Monastir,Sousse,samedi,12:00,38.82
252,202,1,Sousse,Ariana,jeudi,10:00,100.59
254,315,1,Monastir,Nabeul,mercredi,19:00,106.74
56,76,0,Monastir,Sfax,mercredi,20:00,23.57
128,114,0,Sousse,Ariana,lundi,19:00,49.31
271,347,1,Bizerte,Sfax,mercredi,21:00,115.45
46,42,0,Sousse,Sfax,mardi,13:00,20.19
116,112,1,Sfax,Ariana,vendredi,06:00,52.14
203,194,0,Tunis,Nabeul,mercredi,20:00,83.25
290,304,0,Bizerte,Sfax,jeudi,09:00,117.34
113,128,0,Sfax,Tunis,jeudi,17:00,52.53
223,303,1,Nabeul,Bizerte,jeudi,06:00,93.91
40,51,0,Tunis,Sousse,jeudi,18:00,22.68
57,55,0,Nabeul,Monastir,mercredi,10:00,23.65
189,162,1,Tunis,Monastir,vendredi,19:00,80.4
230,277,1,Sfax,Sousse,mardi,07:00,100.97
18,18,0,Sousse,Bizerte,mercredi,15:00,8.12
85,96,0,Bizerte,Tunis,samedi,08:00,41.97
66,52,1,Sousse,Tunis,mercredi,19:00,27.56
93,95,0,Ariana,Nabeul,lundi,10:00,35.8
87,75,0,Monastir,Sousse,mercredi,07:00,41.49
261,213,1,Nabeul,Monastir,dimanche,12:00,104.62
122,141,0,Bizerte,Nabeul,mercredi,15:00,46.95
195,183,1,Sousse,Monastir,mardi,20:00,78.42
39,45,1,Monastir,Sousse,jeudi,16:00,17.41
48,62,1,Nabeul,Sfax,lundi,18:00,24.4
62,54,1,Ariana,Monastir,lundi,06:00,25.12
293,317,0,Nabeul,Ariana,samedi,15:00,124.48
56,56,1,Monastir,Sfax,samedi,16:00,27.62
101,107,0,Nabeul,Bizerte,jeudi,11:00,41.99
220,253,0,Bizerte,Sousse,mercredi,14:00,90.87
143,187,1,Ariana,Sfax,vendredi,10:00,68.64
123,103,0,Sousse,Tunis,jeudi,12:00,47.67
68,93,0,Ariana,Monastir,mercredi,08:00,33.43
44,45,1,Sousse,Monastir,mercredi,14:00,20.37
296,346,0,Sousse,Monastir,samedi,19:00,125.66
191,257,0,Ariana,Bizerte,samedi,20:00,80.22
185,172,0,Sousse,Bizerte,vendredi,20:00,76.04
154,166,0,Tunis,Nabeul,samedi,20:00,67.18
282,370,1,Sousse,Tunis,mardi,19:00,118.39
198,184,0,Bizerte,Nabeul,mercredi,14:00,81.11
45,40,1,Sousse,Sfax,vendredi,09:00,21.96
168,166,1,Bizerte,Monastir,mardi,13:00,72.71
92,115,1,Monastir,Sousse,lundi,12:00,41.12
276,324,1,Monastir,Tunis,mercredi,09:00,116.32
255,289,0,Sfax,Monastir,samedi,12:00,106.29
145,197,1,Sfax,Tunis,mercredi,08:00,65.91
299,245,1,Tunis,Sousse,lundi,21:00,120.87
250,346,1,Sfax,Bizerte,jeudi,16:00,108.56
118,160,1,Nabeul,Ariana,lundi,12:00,52.44
106,133,0,Ariana,Sousse,lundi,20:00,43.3
17,18,0,Sfax,Tunis,lundi,17:00,10.27
52,60,1,Monastir,Tunis,dimanche,18:00,26.45
48,60,1,Bizerte,Sousse,lundi,15:00,21.32
285,317,1,Tunis,Sousse,lundi,12:00,120.41
118,107,1,Monastir,Ariana,vendredi,17:00,52.69
155,127,0,Bizerte,Nabeul,lundi,14:00,61.03
81,98,0,Sfax,Sousse,dimanche,15:00,35.22
278,346,0,Sfax,Bizerte,samedi,06:00,119.27
156,217,1,Sfax,Bizerte,dimanche,10:00,65.33
252,243,1,Nabeul,Tunis,mercredi,15:00,103.82
171,182,0,Ariana,Sfax,mercredi,13:00,69.54
33,36,1,Monastir,Sousse,mardi,08:00,19.0
191,222,1,Sfax,Nabeul,jeudi,08:00,83.04
217,202,1,Bizerte,Nabeul,jeudi,18:00,92.3
297,303,0,Sousse,Monastir,dimanche,13:00,116.74
58,55,1,Sfax,Tunis,mercredi,09:00,24.21
125,145,1,Bizerte,Ariana,samedi,13:00,54.52
32,35,0,Nabeul,Monastir,mercredi,19:00,14.03
299,269,0,Tunis,Nabeul,dimanche,20:00,115.49
24,26,1,Sousse,Bizerte,jeudi,06:00,12.38
250,215,1,Monastir,Nabeul,vendredi,15:00,104.87
248,320,1,Ariana,Nabeul,jeudi,21:00,106.87
203,265,1,Bizerte,Sousse,mardi,09:00,84.99
219,205,0,Bizerte,Nabeul,vendredi,17:00,96.82
50,41,1,Nabeul,Ariana,mercredi,15:00,23.22
55,62,1,Bizerte,Tunis,samedi,18:00,31.99
16,13,1,Ariana,Monastir,mardi,12:00,7.3
187,207,0,Tunis,Sousse,dimanche,13:00,75.51
205,223,0,Nabeul,Ariana,jeudi,10:00,81.7
61,66,1,Monastir,Sousse,jeudi,08:00,29.23
261,266,0,Ariana,Tunis,samedi,13:00,110.83
149,155,1,Tunis,Sfax,jeudi,12:00,63.37
257,224,1,Monastir,Tunis,mercredi,11:00,101.32
17,18,1,Tunis,Bizerte,mercredi,13:00,5.64
265,234,0,Tunis,Sousse,mardi,16:00,100.58
24,30,1,Tunis,Sfax,mardi,06:00,10.65
84,98,1,Tunis,Ariana,jeudi,14:00,33.08
282,289,1,Nabeul,Ariana,mercredi,09:00,113.21
48,52,0,Ariana,Nabeul,mardi,18:00,21.47
74,60,1,Sfax,Bizerte,samedi,20:00,33.42
52,64,0,Monastir,Sfax,dimanche,13:00,20.32
124,152,0,Bizerte,Ariana,dimanche,12:00,51.95
108,100,0,Sfax,Ariana,mercredi,19:00,41.44
178,219,1,Monastir,Ariana,vendredi,13:00,77.54
240,296,0,Tunis,Sousse,samedi,14:00,102.14
81,108,1,Monastir,Sousse,vendredi,19:00,38.84
86,119,0,Nabeul,Bizerte,vendredi,08:00,40.8
170,207,0,Bizerte,Ariana,mercredi,19:00,71.34
32,31,0,Nabeul,Bizerte,vendredi,21:00,15.8
242,291,1,Sfax,Nabeul,mercredi,10:00,100.71
117,120,0,Nabeul,Ariana,lundi,21:00,48.24
132,141,1,Bizerte,Monastir,mardi,14:00,54.64
92,92,1,Ariana,Bizerte,mercredi,09:00,38.01
115,106,1,Monastir,Ariana,samedi,20:00,51.72
116,114,1,Bizerte,Sfax,dimanche,06:00,46.66
211,268,0,Sousse,Tunis,mercredi,19:00,87.29
94,89,0,Tunis,Nabeul,mercredi,15:00,35.61
287,261,0,Monastir,Tunis,jeudi,08:00,118.6
244,234,0,Tunis,Ariana,mardi,15:00,98.82
148,191,0,Nabeul,Bizerte,samedi,10:00,66.19
245,265,0,Tunis,Sousse,mercredi,09:00,98.77
103,106,1,Bizerte,Tunis,samedi,17:00,49.61
142,155,1,Sousse,Ariana,dimanche,12:00,62.93
243,282,1,Bizerte,Tunis,samedi,20:00,103.59
249,260,0,Tunis,Ariana,mardi,06:00,102.59
86,119,1,Bizerte,Tunis,mercredi,17:00,41.62
271,232,1,Sfax,Tunis,mardi,12:00,107.77
143,190,0,Ariana,Sousse,jeudi,15:00,59.81
277,280,0,Bizerte,Ariana,mardi,16:00,110.31
272,338,0,Nabeul,Bizerte,jeudi,13:00,111.9
289,279,1,Tunis,Ariana,mardi,11:00,117.8
22,21,1,Ariana,Sfax,lundi,07:00,15.14
91,88,0,Monastir,Sfax,mardi,14:00,35.59
49,54,1,Tunis,Monastir,lundi,21:00,20.01
117,99,0,Bizerte,Sfax,mercredi,09:00,46.25
58,55,1,Nabeul,Bizerte,mercredi,21:00,23.03
131,181,1,Ariana,Monastir,samedi,11:00,57.73
253,334,1,Tunis,Sousse,lundi,20:00,106.55
150,128,1,Ariana,Tunis,mardi,12:00,59.83
295,258,1,Ariana,Bizerte,samedi,06:00,122.56
103,110,1,Ariana,Monastir,lundi,20:00,43.34
87,118,1,Bizerte,Ariana,lundi,12:00,39.67
296,323,1,Nabeul,Sfax,vendredi,07:00,127.78
177,191,0,Nabeul,Tunis,samedi,09:00,73.15
140,164,1,Sfax,Tunis,mardi,20:00,57.99
272,361,1,Sousse,Sfax,jeudi,19:00,114.88
240,303,0,Monastir,Ariana,jeudi,18:00,102.44
133,116,0,Ariana,Tunis,mercredi,06:00,54.03
106,120,0,Sousse,Monastir,samedi,06:00,46.25
56,66,1,Sousse,Monastir,mardi,10:00,24.89
166,157,0,Bizerte,Ariana,samedi,20:00,69.97
19,18,0,Bizerte,Nabeul,samedi,19:00,11.53
180,240,0,Bizerte,Sousse,jeudi,06:00,74.59
222,293,1,Tunis,Bizerte,samedi,11:00,97.72
256,340,0,Sfax,Bizerte,lundi,16:00,106.4
235,293,0,Sfax,Tunis,mercredi,08:00,102.96
258,306,1,Bizerte,Sousse,jeudi,09:00,105.44
47,45,1,Bizerte,Monastir,lundi,12:00,21.98
250,345,0,Bizerte,Monastir,dimanche,08:00,109.16
52,60,0,Nabeul,Tunis,samedi,21:00,26.13
178,227,1,Ariana,Sousse,mardi,20:00,74.27
54,65,1,Tunis,Sousse,samedi,10:00,26.23
32,33,0,Bizerte,Nabeul,mercredi,10:00,10.23
237,295,0,Tunis,Bizerte,mardi,12:00,98.12
263,343,1,Monastir,Nabeul,vendredi,06:00,115.18
269,350,1,Monastir,Sfax,lundi,15:00,114.35
132,112,0,Bizerte,Sfax,vendredi,15:00,56.67
35,37,0,Nabeul,Monastir,mardi,19:00,15.38
198,240,1,Sousse,Sfax,jeudi,10:00,81.04
145,139,0,Monastir,Bizerte,mardi,11:00,59.48
129,176,0,Sousse,Sfax,samedi,06:00,54.5
111,90,0,Bizerte,Tunis,lundi,21:00,42.95
200,220,1,Sfax,Bizerte,jeudi,17:00,89.88
120,108,1,Bizerte,Sfax,vendredi,09:00,52.7
28,31,1,Sfax,Monastir,dimanche,11:00,14.95
194,170,0,Sfax,Ariana,mercredi,07:00,80.98
90,89,0,Tunis,Ariana,dimanche,16:00,32.63
156,194,0,Tunis,Sousse,samedi,18:00,71.01
166,174,0,Tunis,Nabeul,vendredi,16:00,67.59
60,48,1,Bizerte,Ariana,dimanche,18:00,30.99
153,135,1,Bizerte,Tunis,samedi,11:00,65.44
107,123,1,Nabeul,Ariana,mardi,16:00,42.7
