id_offre;titre;description;domaine;lieu;remuneration;duree;etat;visibilite;has_image;date_publication;description_length;titre_length;nb_postulations;nb_postulations_acceptees;nb_postulations_refusees;nb_favoris;has_entretien
1055;Stage ingénieur énergie et efficacité - Adobe XD / assurance (Sousse #1055);Stage passionnant dans un environnement bienveillant et exigeant. Contexte: stage 9 semaines, basé à Sousse, sur un module de réservation et paiement. Vous évoluerez dans une équipe structurée avec des rituels Agile et des objectifs clairs. Missions principales: travailler sur des automatismes et capteurs (schémas, tests), mettre en place des démarches qualité et plans de contrôle, suivre des essais, mesures et rédaction de rapports techniques. Compétences attendues: CAO/DAO (SolidWorks/AutoCAD) est un plus. Lecture de plans, rigueur et respect des consignes sécurité. Cadre de travail: méthode Kanban, échanges en français, et objectifs mesurables. Vous participerez à la collecte de mesures, au respect des standards, et à la rédaction de notes techniques. Rémunération prévue: 1657 DT. Référence offre: TN-INT-1055. Une attestation de stage et une lettre de recommandation peuvent être délivrées en fin de mission.;Ingénierie;Sousse;1657;9;disponible;1;0;2025-03-13;923;75;29;8;6;59;0
1056;Stage community manager Facebook/Instagram - Branding / agri-tech (Sfax #1056);Stage passionnant dans un environnement bienveillant et exigeant. Contexte: stage 1 semaines, basé à Sfax, sur une plateforme e-commerce. Vous évoluerez dans une équipe structurée avec des rituels Agile et des objectifs clairs. Missions principales: mettre en place des workflows d'emailing et de nurturing, rédiger des articles SEO et optimiser les pages du site, suivre les KPIs et produire des reportings hebdomadaires, réaliser une étude de marché et des personas. Compétences attendues: Créativité, autonomie et esprit d'équipe. Aisance rédactionnelle et sens de la communication. Cadre de travail: méthode OKR, échanges en français, et objectifs mesurables. Vous apprendrez à construire des messages, segmenter l'audience et interpréter les données de performance pour améliorer le ROI. Rémunération prévue: 1500 DT. Référence offre: TN-INT-1056. Une attestation de stage et une lettre de recommandation peuvent être délivrées en fin de mission.;Marketing;Sfax;1500;1;disponible;1;1;2025-08-14;951;78;28;5;2;62;0
1057;Stage animation commerciale - Branding / énergie (Tunis #1057);Rejoignez notre équipe en tant que stagiaire et participez à des projets concrets. Contexte: stage 22 semaines, basé à Tunis, sur une refonte de site vitrine orientée conversion. Ambiance startup, cycles courts, et forte culture d'amélioration continue. Missions principales: participer à des salons et rendez-vous clients, gérer une partie du portefeuille clients et la satisfaction, prospecter des entreprises et qualifier des leads, analyser les ventes et recommander des actions. Compétences attendues: Maîtrise du français, l'anglais est un plus. Goût du contact et aisance à l'oral. Cadre de travail: méthode design thinking, échanges en anglais, et objectifs mesurables. Vous développerez votre approche commerciale, du premier contact à la proposition, avec suivi dans un CRM. Rémunération prévue: 1300 DT. Référence offre: TN-INT-1057. Merci d'envoyer votre CV et, si possible, des exemples de travaux (portfolio, GitHub, etc.).;Commerce;Tunis;1300;22;indisponible;1;0;2025-12-06;937;62;15;4;3;31;0
1058;Stage vente et relation client - CRM / agri-tech (Sfax #1058);Stage passionnant dans un environnement bienveillant et exigeant. Contexte: stage 11 semaines, basé à Sfax, sur un projet client à livrer en itérations. Ambiance startup, cycles courts, et forte culture d'amélioration continue. Missions principales: prospecter des entreprises et qualifier des leads, gérer une partie du portefeuille clients et la satisfaction, suivre le pipeline CRM et relancer les prospects. Compétences attendues: Goût du contact et aisance à l'oral. Bonne organisation et suivi (CRM). Cadre de travail: méthode OKR, échanges en anglais, et objectifs mesurables. Vous développerez votre approche commerciale, du premier contact à la proposition, avec suivi dans un CRM. Rémunération prévue: 1224 DT. Référence offre: TN-INT-1058. Une attestation de stage et une lettre de recommandation peuvent être délivrées en fin de mission.;Commerce;Sfax;1224;11;indisponible;1;1;2025-06-03;849;61;17;2;1;43;1
1059;Stage contrôle de gestion et budgets - Illustrator / retail (Sfax #1059);Rejoignez notre équipe en tant que stagiaire et participez à des projets concrets. Contexte: stage 12 semaines, basé à Sfax, sur un outil de reporting décisionnel. Vous évoluerez dans une équipe structurée avec des rituels Agile et des objectifs clairs. Missions principales: mettre à jour des tableaux de trésorerie et prévisions, automatiser des reportings sur Excel/Power BI, aider à la préparation des déclarations et dossiers, contribuer à des missions d'audit et de contrôle interne. Compétences attendues: Connaissance des bases comptables et du reporting. Power BI ou SQL est un plus. Cadre de travail: méthode Lean, échanges en anglais, et objectifs mesurables. Vous contribuerez à fiabiliser les chiffres, documenter les hypothèses et produire des synthèses compréhensibles pour la direction. Rémunération prévue: 1683 DT. Référence offre: TN-INT-1059. Vous gagnerez une expérience solide et directement valorisable sur le marché tunisien.;Finance;Sfax;1683;12;indisponible;1;1;2024-09-01;949;72;30;3;2;66;0
1060;Stage ingénieur électrique et automatismes - GitHub (Tunis #1060);Stage passionnant dans un environnement bienveillant et exigeant. Contexte: stage 4 semaines, basé à Tunis, sur une plateforme e-commerce. Vous travaillerez avec une équipe pluridisciplinaire (produit, technique, métier) et un tuteur dédié. Missions principales: assister l'équipe production sur l'amélioration des process, travailler sur des automatismes et capteurs (schémas, tests), suivre des essais, mesures et rédaction de rapports techniques. Compétences attendues: Lecture de plans, rigueur et respect des consignes sécurité. Capacité à analyser des données de tests et à documenter. Cadre de travail: méthode Scrum, échanges en français, et objectifs mesurables. Vous participerez à la collecte de mesures, au respect des standards, et à la rédaction de notes techniques. Rémunération prévue: 1537 DT. Référence offre: TN-INT-1060. Merci d'envoyer votre CV et, si possible, des exemples de travaux (portfolio, GitHub, etc.).;Ingénierie;Tunis;1537;4;disponible;1;0;2024-04-24;933;65;29;5;4;70;1
1061;Stage audit interne et contrôle - Power BI / retail (Remote #1061);Stage passionnant dans un environnement bienveillant et exigeant. Contexte: stage 7 semaines, basé à Remote, sur une refonte de site vitrine orientée conversion. Vous travaillerez avec une équipe pluridisciplinaire (produit, technique, métier) et un tuteur dédié. Missions principales: assister à la clôture mensuelle et à la documentation, contribuer à des missions d'audit et de contrôle interne, automatiser des reportings sur Excel/Power BI. Compétences attendues: Connaissance des bases comptables et du reporting. Bonne maîtrise d'Excel et rigueur sur les chiffres. Cadre de travail: méthode design thinking, échanges en anglais, et objectifs mesurables. Vous contribuerez à fiabiliser les chiffres, documenter les hypothèses et produire des synthèses compréhensibles pour la direction. Rémunération prévue: 1263 DT. Référence offre: TN-INT-1061. Nous valorisons la curiosité, la rigueur et la capacité à apprendre rapidement.;Finance;Remote;1263;7;indisponible;0;1;2024-01-18;932;66;17;4;4;41;1
1062;Stage formation et développement - Reporting (Ariana #1062);Opportunité de stage au sein d'une structure en croissance, orientée résultats. Contexte: stage 2 semaines, basé à Ariana, sur un pilote d'automatisation de process. Encadré(e) par un mentor, vous aurez une autonomie progressive et des feedbacks hebdomadaires. Missions principales: aider à la rédaction de procédures et supports internes, contribuer à la préparation de la paie (données variables), participer à la mise en place d'un plan de formation. Compétences attendues: Aisance sur Excel et outils bureautiques. Capacité à gérer plusieurs sujets en parallèle. Cadre de travail: méthode design thinking, échanges en anglais, et objectifs mesurables. Vous serez sensibilisé(e) à la confidentialité, au suivi des processus et à l'expérience candidat/collaborateur. Rémunération prévue: 802 DT. Référence offre: TN-INT-1062. Nous valorisons la curiosité, la rigueur et la capacité à apprendre rapidement.;RH;Ariana;802;2;disponible;0;1;2024-04-19;907;59;17;6;5;25;1
1063;Stage gestion portefeuille clients - Retail (Sfax #1063);Opportunité de stage au sein d'une structure en croissance, orientée résultats. Contexte: stage 24 semaines, basé à Sfax, sur une application de gestion interne. Collaboration quotidienne avec les équipes locales et, selon le projet, des partenaires internationaux. Missions principales: prospecter des entreprises et qualifier des leads, suivre le pipeline CRM et relancer les prospects, gérer une partie du portefeuille clients et la satisfaction. Compétences attendues: Goût du contact et aisance à l'oral. Maîtrise du français, l'anglais est un plus. Cadre de travail: méthode Lean, échanges en anglais, et objectifs mesurables. Vous développerez votre approche commerciale, du premier contact à la proposition, avec suivi dans un CRM. Rémunération prévue: 1300 DT. Référence offre: TN-INT-1063. Merci d'envoyer votre CV et, si possible, des exemples de travaux (portfolio, GitHub, etc.).;Commerce;Sfax;1300;24;disponible;0;1;2024-02-27;892;56;19;5;2;43;1
1064;Stage ingénieur industriel et production - Tableau (Sfax #1064);Opportunité de stage au sein d'une structure en croissance, orientée résultats. Contexte: stage 4 semaines, basé à Sfax, sur un outil de reporting décisionnel. Vous évoluerez dans une équipe structurée avec des rituels Agile et des objectifs clairs. Missions principales: modéliser des solutions sur logiciel CAO/DAO, suivre des essais, mesures et rédaction de rapports techniques, participer à un projet d'optimisation énergétique. Compétences attendues: CAO/DAO (SolidWorks/AutoCAD) est un plus. Capacité à analyser des données de tests et à documenter. Cadre de travail: méthode Scrum, échanges en anglais, et objectifs mesurables. Vous participerez à la collecte de mesures, au respect des standards, et à la rédaction de notes techniques. Rémunération prévue: 1647 DT. Référence offre: TN-INT-1064. Une attestation de stage et une lettre de recommandation peuvent être délivrées en fin de mission.;Ingénierie;Sfax;1647;4;disponible;0;1;2024-06-07;902;63;30;5;8;65;1
